,carat,cut,color,clarity,depth,table,price,volume
23024,1.46,Very Good,F,SI1,62.8,59.0,9770,229.858366
23025,0.34,Ideal,G,VS1,60.6,57.0,720,56.805099999999996
23026,0.42,Very Good,G,VS2,60.1,61.0,847,67.51315999999998
23027,0.71,Ideal,G,VS1,61.5,55.0,3431,116.83557599999999
23028,1.51,Very Good,E,VS2,62.4,58.0,13623,242.13189
23029,1.17,Ideal,D,SI2,62.5,56.0,5412,190.96139
23030,1.17,Ideal,F,VVS1,62.1,57.0,11886,193.233106
23031,0.78,Ideal,H,SI2,61.6,54.0,2332,127.135008
23032,0.87,Very Good,D,SI1,60.2,60.0,3664,139.71348
23033,0.3,Ideal,F,VS1,61.3,55.0,731,50.101632000000016
23034,0.33,Premium,G,VS1,61.9,59.0,666,54.212125
23035,0.29,Very Good,H,VVS2,62.2,54.0,466,47.572272000000005
23036,0.51,Ideal,G,VVS2,60.1,56.0,1974,84.79733399999999
23037,0.52,Ideal,J,VS2,61.6,57.0,1141,85.42947600000001
23038,0.31,Ideal,I,VVS1,62.1,56.0,571,51.63362999999999
23039,1.56,Premium,F,SI1,60.1,60.0,11299,257.535936
23040,1.91,Premium,I,SI1,63.0,59.0,13367,309.390949
23041,1.04,Good,G,VS1,58.9,64.0,6151,170.9136
23042,0.33,Very Good,H,SI1,63.0,57.0,475,53.626923
23043,0.33,Ideal,G,VVS1,61.7,56.0,868,54.701625
23044,0.71,Ideal,F,VS1,62.1,56.0,3457,116.147125
23045,1.0,Good,G,VS2,64.1,58.0,5002,158.027808
23046,1.02,Premium,H,SI1,58.3,59.0,4819,170.362044
23047,0.83,Good,F,SI2,63.7,59.0,1968,129.87225
23048,1.06,Premium,F,VS2,62.2,57.0,6947,175.30699200000004
23049,0.23,Premium,E,VVS2,61.8,58.0,680,37.530864
23050,0.5,Ideal,G,VS1,62.0,54.0,1569,83.68647000000001
23051,0.35,Ideal,E,SI1,62.3,56.0,788,58.458744
23052,1.13,Ideal,H,SI2,62.5,57.0,4584,187.07882599999996
23053,0.33,Very Good,F,SI1,61.2,58.1,544,55.56320000000001
23054,1.51,Premium,D,SI1,62.5,60.0,11760,238.631934
23055,1.04,Premium,E,SI2,62.8,59.0,4370,167.03178000000003
23056,3.01,Premium,J,SI2,59.7,58.0,18710,490.249708
23057,0.73,Very Good,F,VS2,58.9,60.0,2503,118.26254999999999
23058,1.52,Fair,D,SI2,56.3,61.0,7702,252.88493999999997
23059,1.01,Very Good,H,SI1,63.0,60.0,4559,161.0352
23060,1.11,Premium,H,SI1,58.8,59.0,5439,182.143108
23061,2.44,Very Good,J,VS2,60.1,59.0,16533,407.946
23062,1.29,Premium,I,VS1,61.1,58.0,5664,210.01703200000003
23063,0.5,Very Good,H,VS2,61.2,55.0,1411,83.22048
23064,0.41,Ideal,G,VS2,61.7,54.0,811,68.05572799999999
23065,0.71,Premium,I,VS1,62.5,59.0,2202,117.54035000000002
23066,0.29,Very Good,E,VVS1,60.9,61.0,629,46.780839
23067,1.05,Premium,E,SI1,62.5,59.0,5951,168.8518
23068,0.53,Very Good,F,SI2,63.2,55.0,1110,87.572562
23069,1.05,Ideal,H,SI2,60.6,57.0,3234,171.79470999999998
23070,1.03,Very Good,H,SI1,63.3,57.0,4932,165.88759499999998
23071,1.2,Good,G,VS1,63.4,56.0,8442,192.37308
23072,0.31,Ideal,F,VVS2,61.6,55.0,917,51.25256999999999
23073,1.67,Very Good,I,VS1,61.6,59.1,11867,273.25988
23074,0.36,Premium,E,SI2,60.6,59.0,505,58.568206
23075,1.03,Very Good,F,SI2,61.4,57.0,4503,173.68494
23076,0.71,Ideal,D,VS2,60.1,56.0,4029,117.06406799999999
23077,1.67,Very Good,G,VVS2,61.6,57.0,17028,275.633439
23078,0.79,Very Good,F,VS1,61.0,55.0,3806,133.00190099999998
23079,1.03,Very Good,D,SI1,62.5,59.0,5924,168.85584000000003
23080,0.72,Good,J,VS1,63.7,54.0,2062,117.731064
23081,0.41,Ideal,H,VS1,61.1,56.0,1269,69.482448
23082,0.32,Premium,J,VS1,60.6,59.0,540,53.028508
23083,0.9,Ideal,G,VVS2,61.9,56.0,5242,146.50899
23084,1.15,Ideal,E,VVS1,60.9,56.0,12447,191.15207999999998
23085,0.86,Ideal,I,VS2,62.1,57.0,3121,139.96206
23086,1.06,Premium,D,VS2,62.3,59.0,7679,171.11088
23087,0.35,Premium,F,SI1,60.2,58.0,748,57.43099999999999
23088,0.51,Ideal,E,VS2,61.8,57.0,1781,84.17778
23089,0.33,Premium,E,VS2,60.6,58.0,866,54.147155000000005
23090,1.12,Ideal,E,VS2,61.9,56.0,9710,183.46285999999998
23091,1.05,Premium,G,VS2,62.5,55.0,5927,176.70425999999998
23092,0.38,Very Good,D,SI1,58.9,61.0,733,63.93452500000001
23093,0.3,Premium,E,VS2,62.3,58.0,844,49.55212800000001
23094,0.8,Very Good,E,VS1,63.2,54.0,3831,130.059132
23095,1.02,Premium,G,VS2,62.9,58.0,5593,164.143434
23096,0.28,Very Good,H,VS1,61.9,56.0,429,45.47004
23097,0.36,Ideal,D,VS2,61.0,56.0,852,59.717277
23098,0.62,Good,E,SI2,59.4,65.0,1333,99.274584
23099,1.53,Premium,H,SI1,61.0,61.0,10659,249.73890000000003
23100,0.9,Premium,G,VS1,62.7,60.0,4460,141.90459599999997
23101,0.5,Very Good,G,VVS2,63.0,58.0,1791,78.74874
23102,0.4,Very Good,G,IF,61.2,57.0,1220,66.717036
23103,1.01,Very Good,H,VS2,63.3,58.0,4692,158.359509
23104,0.62,Ideal,E,SI1,60.7,56.0,2156,103.990786
23105,1.05,Premium,G,SI2,62.6,62.0,4598,169.535025
23106,1.53,Very Good,G,VS1,62.8,56.0,12654,248.362367
23107,0.73,Ideal,J,VS2,62.8,55.0,2054,116.51754399999999
23108,1.05,Premium,E,VS2,62.6,59.0,5645,169.26975
23109,1.51,Premium,F,SI1,62.2,58.0,10693,240.082299
23110,1.64,Premium,J,VS1,60.6,59.0,9836,270.24708100000004
23111,0.31,Ideal,G,IF,62.1,54.0,891,52.181296
23112,0.32,Ideal,E,VVS2,62.2,53.0,816,53.166411999999994
23113,1.74,Ideal,E,SI2,62.3,57.0,10085,290.0898
23114,2.09,Ideal,I,SI2,63.0,57.0,14838,336.09338700000006
23115,0.53,Ideal,G,SI1,61.0,56.0,1284,88.03136
23116,0.4,Very Good,D,VS2,60.5,58.0,720,66.53528
23117,0.2,Premium,E,VS2,61.1,59.0,367,33.412175999999995
23118,1.01,Good,G,SI1,64.3,55.0,3733,162.821978
23119,0.63,Premium,E,VVS1,60.9,60.0,2765,103.24331999999998
23120,0.41,Very Good,F,SI1,63.4,58.0,852,66.4677
23121,0.76,Ideal,G,VS1,61.6,56.0,3372,122.98824000000002
23122,0.62,Premium,E,VS1,62.2,58.0,2196,99.84046799999999
23123,0.7,Very Good,F,SI1,59.4,59.0,2573,114.39050000000002
23124,1.0,Premium,H,SI1,61.8,60.0,3991,157.563224
23125,0.33,Ideal,I,VVS2,62.7,54.0,579,54.67982
23126,0.62,Very Good,E,VS1,60.1,56.0,2147,103.93308
23127,1.39,Good,F,SI2,63.8,55.0,7096,225.11213999999998
23128,0.34,Very Good,I,SI1,62.8,57.0,459,55.000665
23129,0.53,Ideal,E,VS2,60.9,56.0,1786,89.32017599999999
23130,1.25,Premium,G,VS1,60.7,56.0,9282,205.490439
23131,1.25,Premium,J,SI2,61.5,57.0,4690,207.6228
23132,1.2,Good,J,VS2,63.7,58.0,4466,186.77480400000002
23133,1.19,Ideal,H,I1,60.3,57.0,3794,196.42738500000002
23134,1.01,Good,F,SI1,57.8,58.0,4989,168.0987
23135,1.5,Ideal,J,VS2,60.0,57.0,7503,243.45408000000003
23136,0.34,Ideal,D,VS2,60.8,57.0,730,56.88691199999999
23137,0.41,Ideal,I,VS1,60.9,53.0,755,68.44319999999999
23138,0.57,Premium,D,SI2,61.3,59.0,1012,91.29120000000002
23139,1.22,Premium,I,VS2,59.3,59.0,6156,201.98894399999998
23140,0.77,Good,D,VS2,64.3,56.0,3428,125.68906399999999
23141,0.91,Premium,H,VS2,60.6,58.0,4293,149.625
23142,0.34,Ideal,D,VS2,60.8,57.0,805,55.73159999999999
23143,0.34,Ideal,H,VS2,61.7,57.0,689,55.147008
23144,2.0,Fair,H,I1,69.8,54.0,5914,303.94223999999997
23145,0.55,Ideal,D,VS1,61.7,55.0,1890,89.4726
23146,1.2,Premium,J,VS2,60.8,60.0,4839,197.28136999999995
23147,0.3,Ideal,G,VS1,62.3,56.0,555,49.552932
23148,0.34,Premium,I,VVS2,61.5,60.0,765,54.94637500000001
23149,1.02,Premium,G,VVS2,62.2,60.0,7602,163.939923
23150,0.41,Ideal,E,VVS2,62.0,56.0,1243,66.053568
23151,1.51,Premium,I,SI1,61.7,60.0,9344,239.14664999999997
23152,0.6,Ideal,E,SI1,61.4,58.0,1749,99.68528
23153,0.27,Premium,E,VVS2,59.0,59.0,799,45.44304799999999
23154,0.53,Very Good,J,SI1,61.5,56.0,1044,86.091082
23155,1.72,Good,D,SI2,63.4,62.0,12248,273.761433
23156,1.82,Premium,G,SI2,61.3,58.0,12081,300.282066
23157,0.83,Ideal,D,VS2,62.0,54.9,4378,136.21528800000002
23158,1.02,Good,H,SI2,58.6,64.0,3427,145.592576
23159,0.71,Good,E,SI1,60.8,62.0,2511,113.85864000000001
23160,0.47,Very Good,J,SI1,62.4,58.0,764,76.41686000000001
23161,0.24,Very Good,F,IF,60.0,57.0,552,40.88315000000001
23162,0.45,Ideal,E,VVS2,61.6,56.0,1817,75.58444800000001
23163,1.22,Ideal,G,VVS2,62.3,56.0,10221,197.9667
23164,0.39,Very Good,D,VS1,61.7,59.0,876,62.673408
23165,0.41,Very Good,E,VS1,62.2,57.0,1079,67.065312
23166,0.9,Ideal,G,SI1,61.9,57.0,4871,145.658128
23167,0.4,Good,E,SI1,60.6,65.0,1110,63.850644
23168,1.0,Premium,F,VVS2,59.9,60.0,8448,162.9212
23169,1.0,Good,E,VS2,63.8,58.0,6272,155.845011
23170,1.09,Ideal,G,VS2,60.6,57.0,7227,182.52298399999998
23171,0.73,Ideal,H,VVS1,61.6,57.0,3005,119.887026
23172,0.31,Very Good,I,VVS2,61.6,59.0,544,49.641718
23173,0.7,Premium,H,SI2,62.1,62.0,1999,112.046571
23174,0.31,Ideal,D,SI1,62.0,55.0,571,51.752328000000006
23175,0.4,Ideal,H,VS2,61.8,54.5,764,66.472812
23176,0.3,Ideal,E,VS1,62.5,54.0,703,49.620816
23177,0.32,Very Good,F,VS1,62.3,55.0,696,53.04530400000001
23178,0.71,Good,I,SI1,60.0,64.0,1651,114.060105
23179,0.33,Ideal,H,IF,61.6,55.0,820,54.38023200000001
23180,0.9,Very Good,F,SI1,62.0,59.0,3950,144.102201
23181,0.5,Premium,E,VS2,62.4,62.0,1629,80.331615
23182,0.5,Ideal,E,SI2,62.6,56.0,1104,82.06149
23183,0.35,Ideal,D,SI2,62.4,55.0,669,58.202346000000006
23184,0.5,Good,E,VS2,63.3,56.0,1407,82.507593
23185,1.27,Very Good,H,VS1,60.7,54.0,8235,211.02553499999996
23186,1.0,Good,G,VS2,63.7,57.0,5484,159.15529600000002
23187,1.01,Very Good,H,SI1,63.3,57.0,4707,164.70110400000002
23188,0.55,Good,F,VS2,58.2,58.0,1624,93.514512
23189,1.06,Premium,F,SI2,62.5,58.0,4719,169.78167
23190,0.34,Premium,G,VS2,60.2,58.0,596,56.14408799999999
23191,0.31,Premium,H,VVS2,61.9,58.0,802,50.783972000000006
23192,0.4,Ideal,I,VVS2,62.0,56.0,1240,66.69891
23193,1.01,Fair,G,SI2,68.5,63.0,3173,151.0272
23194,1.0,Good,G,VS1,64.2,61.0,5863,157.530534
23195,0.74,Very Good,E,VS1,63.1,58.0,2849,119.26995000000002
23196,0.5,Very Good,G,VS2,62.8,56.0,1373,81.57972000000001
23197,1.39,Premium,H,SI1,62.7,58.0,7986,225.77412
23198,0.83,Ideal,E,SI2,61.9,53.0,3103,137.712
23199,0.73,Premium,E,VS2,62.5,61.0,2862,117.03112799999998
23200,0.8,Very Good,E,SI2,62.6,59.0,3070,127.01299200000001
23201,1.5,Very Good,F,VS2,59.1,59.0,16048,245.75166000000004
23202,2.01,Premium,H,SI1,61.3,59.0,17849,328.345344
23203,0.72,Very Good,I,SI2,63.2,62.0,1814,116.228763
23204,0.71,Ideal,D,SI2,62.4,55.0,2480,117.00817799999999
23205,0.25,Ideal,G,SI1,62.3,53.0,363,42.177716
23206,1.5,Very Good,J,VS2,62.6,58.0,7492,240.478875
23207,0.91,Very Good,D,VS2,62.7,59.0,4720,145.37908000000002
23208,2.05,Premium,F,SI2,60.2,59.0,18784,344.86199999999997
23209,0.41,Ideal,F,VS2,62.1,56.0,863,67.205616
23210,1.2,Good,J,VS2,63.7,58.0,4548,186.77480400000002
23211,0.31,Very Good,J,SI1,59.4,62.0,353,50.952974
23212,0.7,Ideal,J,VS1,61.4,55.0,2107,116.1017
23213,0.5,Good,F,VS1,58.0,61.0,1415,81.816028
23214,0.97,Premium,G,SI2,61.3,57.0,4101,156.605176
23215,0.54,Premium,D,SI1,62.3,60.0,1595,87.60830399999999
23216,0.4,Premium,H,VVS2,60.6,60.0,877,65.75472500000001
23217,2.0,Ideal,I,SI1,62.9,59.0,15218,324.3918
23218,0.57,Very Good,F,VS2,62.0,54.0,1637,93.57281999999998
23219,1.26,Ideal,F,SI2,62.7,58.0,6277,205.077744
23220,1.63,Very Good,I,SI1,61.9,60.0,9199,264.22433
23221,2.17,Ideal,I,SI1,60.4,56.0,17224,357.30723599999993
23222,1.52,Ideal,F,SI1,61.5,55.0,12364,251.945928
23223,1.0,Premium,J,SI1,62.8,59.0,3780,158.56140299999998
23224,1.25,Premium,I,VS1,60.4,59.0,6664,204.813974
23225,1.08,Premium,F,SI2,60.2,59.0,4488,175.1211
23226,0.78,Ideal,D,VS2,61.7,57.0,3595,126.70512400000001
23227,0.34,Ideal,I,SI1,60.2,57.0,589,55.5696
23228,1.06,Ideal,E,SI2,60.9,57.0,5147,175.109592
23229,0.39,Premium,G,VVS1,60.4,59.0,1095,64.12119999999999
23230,1.27,Premium,E,VS2,61.2,59.0,9086,209.41783199999998
23231,0.82,Ideal,F,SI1,62.6,57.0,2974,134.547
23232,0.31,Ideal,E,VVS2,60.8,57.0,1046,50.913464000000005
23233,1.01,Ideal,H,SI1,62.6,55.0,4513,163.3248
23234,0.31,Premium,H,VVS1,61.8,59.0,612,50.47833600000001
23235,0.27,Very Good,F,VS1,60.5,57.0,518,45.411165000000004
23236,0.32,Ideal,E,IF,61.1,58.0,1018,53.30299
23237,0.32,Ideal,G,IF,61.4,55.0,898,53.379456000000005
23238,0.52,Ideal,D,SI1,61.8,57.0,1720,85.098354
23239,0.82,Ideal,F,SI2,61.7,53.0,2867,137.3328
23240,0.41,Very Good,E,SI1,63.2,57.0,667,66.24718800000001
23241,0.61,Premium,F,VVS2,59.7,58.0,2392,101.771908
23242,0.72,Ideal,D,SI1,62.2,56.0,2804,118.568884
23243,1.01,Ideal,J,SI2,61.6,55.0,3801,167.28075
23244,1.08,Ideal,H,VS2,61.8,56.0,5625,175.24786999999998
23245,0.79,Premium,H,SI1,60.1,60.0,2498,130.390312
23246,0.7,Ideal,D,SI1,61.0,59.0,2804,112.34472
23247,0.34,Very Good,F,VVS1,61.0,56.0,939,56.51265599999999
23248,0.57,Premium,H,VVS1,61.6,58.0,2172,95.448815
23249,0.9,Good,D,VS2,62.6,65.0,4334,140.0072
23250,0.5,Ideal,D,VS2,61.9,57.0,1845,80.871956
23251,0.31,Premium,E,VVS2,60.8,55.0,1046,52.001112
23252,0.5,Premium,G,SI2,62.6,58.0,1121,81.160559
23253,0.51,Ideal,G,VS1,61.7,55.0,1781,84.504684
23254,0.79,Premium,E,VS2,60.6,53.0,2876,131.473888
23255,1.1,Very Good,E,VS2,61.9,55.0,6776,181.20455700000002
23256,0.36,Premium,H,VS1,61.6,59.0,810,57.83791999999999
23257,0.41,Ideal,H,SI1,62.2,55.0,1056,67.71718800000001
23258,0.42,Ideal,I,VVS1,62.7,55.0,884,68.68799999999999
23259,0.4,Premium,E,SI1,62.8,59.0,907,64.53006
23260,0.51,Very Good,G,VS2,62.6,57.0,1343,84.31065
23261,0.44,Ideal,G,SI1,60.9,56.0,1188,72.08052800000002
23262,0.65,Very Good,H,VVS1,61.6,58.0,2318,107.05762800000001
23263,0.33,Ideal,G,VS2,62.8,54.0,743,53.870960000000004
23264,1.12,Ideal,G,SI2,61.5,57.0,5018,185.945816
23265,0.4,Premium,E,SI1,62.9,59.0,882,65.524928
23266,1.09,Ideal,G,SI1,62.2,56.0,4970,176.81069999999997
23267,0.36,Premium,G,IF,61.0,59.0,1148,58.39469999999999
23268,0.35,Fair,D,VVS2,53.2,62.0,1011,60.07632
23269,0.46,Ideal,I,VS2,62.3,59.0,952,74.614815
23270,0.4,Good,E,VS1,63.8,57.0,1138,66.41040000000001
23271,0.3,Good,H,VVS2,63.4,57.0,605,47.839072
23272,0.52,Very Good,D,VS2,62.8,58.0,1749,84.574588
23273,0.7,Premium,D,SI2,58.3,61.0,2167,108.95094000000002
23274,0.5,Ideal,G,VVS2,61.2,56.0,1838,81.89018999999999
23275,1.25,Ideal,F,VS2,61.6,55.0,10006,206.436384
23276,0.73,Very Good,H,VS1,61.4,58.0,2557,119.74949999999998
23277,0.32,Very Good,F,VS2,62.8,53.0,645,52.085208
23278,0.9,Fair,D,VS2,57.4,65.0,4277,141.75144
23279,1.2,Premium,G,SI1,62.2,58.0,5154,191.352
23280,1.01,Fair,D,SI1,64.6,60.0,4751,146.605824
23281,0.36,Premium,E,SI2,62.6,57.0,648,57.816900000000004
23282,0.37,Very Good,E,SI1,59.9,59.0,649,61.80876
23283,0.4,Premium,F,SI1,62.5,59.0,737,64.447401
23284,0.41,Premium,F,VS2,62.8,58.0,1107,65.66375200000002
23285,2.01,Premium,D,SI2,61.8,59.0,17235,329.510205
23286,0.51,Very Good,E,VVS2,62.8,57.0,2146,82.32113999999999
23287,0.59,Premium,G,VS2,61.1,57.0,1789,97.05582
23288,0.7,Good,J,SI2,61.6,57.2,1699,112.00108
23289,0.9,Good,F,SI2,63.3,57.0,3116,144.47174399999997
23290,0.91,Very Good,F,VVS2,62.6,59.0,5733,144.29184
23291,0.38,Premium,D,VVS1,60.4,59.0,1400,62.86908
23292,0.41,Premium,E,VS1,60.0,58.0,1079,67.00176
23293,0.39,Ideal,F,VVS2,61.3,56.0,988,65.65571100000001
23294,1.21,Premium,E,SI1,62.9,58.0,6440,196.57457399999998
23295,0.33,Premium,G,VVS1,60.9,58.0,868,53.663691
23296,0.45,Very Good,H,VVS1,62.3,57.0,1274,73.92042000000001
23297,0.78,Very Good,H,SI2,62.6,59.0,2405,124.05802499999997
23298,0.33,Premium,H,VS2,62.3,58.0,521,52.925292000000006
23299,1.1,Premium,D,SI2,62.4,58.0,4640,178.21782000000002
23300,0.85,Good,J,VS1,63.6,57.0,2372,135.65772
23301,1.33,Fair,F,I1,62.0,56.0,4698,215.47338
23302,0.32,Ideal,D,VS2,61.2,56.0,671,51.959502
23303,1.12,Fair,G,VS1,64.8,56.0,5487,177.870816
23304,0.31,Ideal,E,VS1,61.7,56.0,942,52.226307000000006
23305,1.13,Ideal,H,I1,62.2,55.0,3745,184.62727500000003
23306,0.56,Ideal,D,VS2,62.2,56.0,1929,91.09478399999999
23307,0.51,Good,E,VVS2,63.4,64.0,1906,81.60672000000001
23308,0.36,Ideal,G,VVS1,60.9,55.0,1056,61.67116799999999
23309,0.97,Good,J,VS2,64.3,58.0,3129,155.88875
23310,1.31,Premium,I,VS2,61.9,59.0,6438,212.168268
23311,0.73,Premium,G,SI1,62.8,59.0,2351,117.453312
23312,1.15,Ideal,H,VS2,62.8,54.0,6772,190.8495
23313,0.5,Very Good,G,SI1,62.8,61.0,1197,78.499686
23314,0.34,Ideal,H,VS1,62.7,55.0,765,56.977536
23315,0.9,Good,E,SI1,60.7,63.0,4173,137.67367000000002
23316,0.4,Premium,E,VS1,61.2,59.0,1125,65.15487999999999
23317,0.74,Premium,G,SI2,62.8,54.0,2328,119.147328
23318,0.3,Good,I,VS1,63.5,57.0,473,49.29381600000001
23319,0.38,Ideal,F,VVS2,60.3,55.0,1052,64.250186
23320,0.32,Ideal,I,VS1,62.1,57.0,605,52.731042
23321,1.24,Ideal,I,SI1,62.0,58.0,6232,199.7092
23322,1.23,Premium,J,VVS2,61.2,57.0,5768,200.328464
23323,0.4,Ideal,E,SI1,61.8,56.0,945,65.190168
23324,0.43,Ideal,G,VVS2,60.1,57.0,1056,70.444752
23325,0.92,Very Good,G,SI1,62.5,60.0,3986,150.73516600000002
23326,2.23,Premium,J,SI1,62.4,59.0,14129,362.81814799999995
23327,0.3,Premium,D,VS2,60.4,59.0,710,49.34901
23328,0.63,Ideal,G,VVS2,62.6,56.0,2442,102.14172
23329,1.5,Fair,E,SI2,64.8,55.0,6922,242.41503
23330,1.51,Good,G,SI2,63.7,57.0,7695,242.49825600000003
23331,1.14,Premium,F,VVS1,60.8,58.0,10878,188.09250600000001
23332,0.3,Premium,H,VVS2,62.0,58.0,776,50.1294
23333,0.51,Good,G,VS2,63.9,56.0,1343,84.03524999999999
23334,0.43,Ideal,F,VS1,61.4,56.0,1235,71.58900000000001
23335,0.57,Ideal,E,VS2,60.8,56.0,1919,93.48310799999999
23336,0.42,Very Good,H,SI1,62.9,57.0,700,69.575968
23337,1.02,Ideal,H,VS2,61.2,56.0,5312,168.41131200000004
23338,1.09,Very Good,F,SI2,58.6,63.0,4629,180.69242400000002
23339,0.3,Premium,E,SI1,60.6,58.0,675,48.894439999999996
23340,0.53,Premium,F,VVS2,61.4,57.0,2290,86.8608
23341,0.63,Premium,G,VS2,60.4,58.0,2391,105.80752
23342,1.15,Premium,F,SI2,61.8,54.0,4186,191.2977
23343,0.37,Ideal,H,VS2,61.7,55.0,603,62.18945599999999
23344,1.02,Premium,F,SI2,59.9,59.0,4162,170.32777599999997
23345,0.27,Very Good,E,VVS2,59.4,64.0,567,43.22739200000001
23346,0.52,Ideal,D,VS2,61.7,56.0,1822,85.264872
23347,0.51,Good,H,SI1,63.7,56.0,1227,83.77668
23348,0.31,Very Good,G,VS2,61.0,56.0,544,50.56527
23349,1.0,Ideal,F,VS1,61.4,56.0,7177,167.377308
23350,0.3,Ideal,H,VVS1,61.1,56.0,650,50.332786000000006
23351,1.59,Ideal,J,VS2,62.9,58.0,8681,256.55863
23352,1.01,Premium,I,SI2,61.1,58.0,3874,166.28040000000001
23353,0.33,Premium,E,SI1,59.1,58.0,743,55.115807999999994
23354,0.32,Premium,E,VS2,60.5,59.0,702,51.92535899999999
23355,0.57,Very Good,E,VS2,60.7,58.0,1732,93.02182499999999
23356,1.0,Very Good,F,VS2,63.4,58.0,6818,161.83314
23357,0.93,Ideal,E,SI1,62.8,56.0,4229,150.63984000000002
23358,1.51,Premium,H,SI1,61.5,58.0,8752,243.84405599999994
23359,1.2,Ideal,G,VS1,62.4,57.0,8545,195.48096
23360,0.31,Very Good,F,VS2,62.1,54.0,500,51.632546
23361,0.72,Ideal,F,VS2,62.1,54.0,2989,119.93472
23362,0.55,Ideal,D,VS2,61.7,55.0,2133,90.883258
23363,1.0,Good,H,SI2,62.0,64.0,3192,159.352118
23364,0.77,Premium,E,SI2,59.8,56.0,2723,128.234168
23365,2.05,Good,G,I1,56.9,58.0,7026,334.93986000000007
23366,0.42,Ideal,D,VS1,61.4,56.0,1350,69.57284400000002
23367,0.5,Ideal,G,VVS1,62.2,56.0,2070,83.03616
23368,0.74,Premium,G,SI2,60.1,58.0,2206,121.839362
23369,0.31,Ideal,H,VS2,61.2,56.0,507,50.755365
23370,0.33,Ideal,I,SI1,61.5,57.0,572,55.06985
23371,1.02,Premium,F,SI2,61.0,58.0,4043,167.989756
23372,0.3,Good,G,VVS2,57.9,61.0,540,49.786880000000004
23373,1.24,Premium,F,VS1,58.0,58.0,9930,206.581752
23374,0.3,Premium,E,VS2,62.0,59.0,844,48.953841999999995
23375,0.53,Ideal,D,VS2,61.5,56.0,1956,86.52512000000002
23376,0.51,Good,E,VS2,59.2,62.0,1554,85.87891799999998
23377,1.01,Premium,G,SI1,59.9,56.0,4875,166.4487
23378,0.3,Ideal,D,VVS2,61.9,55.0,814,49.068488
23379,0.33,Ideal,E,VS1,61.1,56.0,850,54.42528000000001
23380,1.21,Premium,G,SI1,59.5,62.0,5556,167.77152
23381,0.53,Ideal,G,VVS2,61.7,56.0,1948,87.57112000000001
23382,1.51,Fair,H,VS2,57.4,61.0,9678,248.02535799999998
23383,0.6,Very Good,G,VVS2,62.2,56.0,2130,98.158368
23384,1.19,Ideal,I,SI1,62.3,55.0,5690,196.63424
23385,3.01,Ideal,J,I1,65.4,60.0,16538,470.444902
23386,1.01,Very Good,D,VS2,63.1,60.0,7127,163.11752999999996
23387,1.0,Ideal,F,VVS2,59.7,60.0,9014,163.928448
23388,0.35,Premium,E,SI1,62.7,57.0,788,56.976407999999985
23389,0.7,Ideal,H,VS2,63.0,55.0,2536,115.70202000000002
23390,0.46,Good,F,VVS1,66.5,55.0,1307,73.34256599999999
23391,1.53,Ideal,F,SI1,62.0,56.0,11229,251.68530599999997
23392,1.0,Premium,D,VS1,62.7,54.0,7812,161.64687
23393,0.5,Ideal,G,VVS2,62.3,56.0,1838,81.22622
23394,0.39,Good,I,VS2,62.3,61.0,648,60.86122
23395,0.31,Ideal,H,VVS2,61.1,56.0,625,50.332786000000006
23396,1.7,Very Good,G,VS2,61.9,55.0,18107,278.120448
23397,1.2,Very Good,G,VS1,61.0,59.0,8577,194.808222
23398,2.27,Fair,J,I1,67.6,55.0,5733,349.692
23399,0.36,Ideal,D,VS2,61.7,55.0,1094,59.62244
23400,0.26,Ideal,F,VS1,62.4,53.0,618,43.623951
23401,0.32,Ideal,I,IF,62.1,54.0,655,53.286697999999994
23402,0.67,Premium,F,SI1,61.3,59.0,1809,110.06087
23403,1.05,Very Good,G,VS1,61.8,58.0,6766,171.57725
23404,1.21,Premium,J,VS2,61.9,58.0,4968,195.99199199999998
23405,0.3,Very Good,G,VS1,62.8,57.0,605,48.86310000000001
23406,0.5,Very Good,E,SI1,61.1,55.0,1337,82.20945
23407,1.51,Ideal,J,VS1,61.9,58.0,8170,241.19804799999997
23408,0.81,Ideal,G,IF,62.4,54.0,4751,132.137004
23409,0.75,Fair,D,SI1,65.1,57.0,2376,115.59743999999999
23410,0.4,Ideal,F,VVS2,60.4,56.0,994,66.95462
23411,0.31,Good,D,SI1,63.7,54.0,732,51.745859999999986
23412,0.32,Ideal,D,SI2,62.4,54.0,477,52.80528000000001
23413,2.02,Fair,G,I1,68.0,55.0,6346,316.11778799999996
23414,0.8,Good,G,SI1,65.3,57.0,2662,128.4894
23415,1.65,Premium,I,SI2,62.0,59.0,8590,269.68318000000005
23416,1.05,Very Good,E,VVS1,59.5,60.0,10915,171.700128
23418,0.82,Premium,F,SI2,62.5,59.0,2544,132.9372
23419,0.38,Ideal,G,VVS2,62.3,53.6,929,62.97495000000001
23420,0.9,Ideal,D,VS2,61.5,56.0,4128,148.4125
23421,0.72,Very Good,I,VS2,62.1,57.5,2326,117.213096
23422,1.19,Ideal,F,VVS2,61.7,56.0,10436,197.14574
23423,0.35,Ideal,F,SI2,62.8,55.0,591,57.43315200000001
23424,0.52,Very Good,G,VVS1,60.9,56.0,1913,86.043944
23425,0.41,Ideal,J,VVS1,62.0,57.0,775,66.837265
23426,1.0,Premium,D,SI1,60.3,59.0,5775,162.083852
23427,1.5,Good,E,SI2,61.5,65.0,6300,228.49499400000002
